en
S,en,Ukraine,ru,РЈРєСЂР°РёРЅР°,ru,РЈРєСЂР°С—РЅР°
T,en,Tsibuliv,ru,Р¦РёР±СѓР»iРІ,ua,Р¦РёР±СѓР»iРІ
T,en,Shabastivka,ru,РЁР°Р±Р°СЃС‚iРІРєР°,ua,РЁР°Р±Р°СЃС‚iРІРєР°
T,en,Sharnopil',ru,РЁР°СЂРЅРѕРїiР»СЊ,ua,РЁР°СЂРЅРѕРїiР»СЊ
T,en,Balaklija,ru,Р‘Р°Р»Р°РєР»iСЏ,ua,Р‘Р°Р»Р°РєР»iСЏ
T,en,Bereznjaki,ru,Р‘РµСЂРµР·РЅСЏРєРё,ua,Р‘РµСЂРµР·РЅСЏРєРё
T,en,Buda-makiyivka,ru,Р‘СѓРґР°-РњР°РєiС—РІРєР°,ua,Р‘СѓРґР°-РњР°РєiС—РІРєР°
T,en,Budki,ru,Р‘СѓРґРєРё,ua,Р‘СѓРґРєРё
T,en,Velika JAblunivka,ru,Р’РµР»РёРєР° РЇР±Р»СѓРЅiРІРєР°,ua,Р’РµР»РёРєР° РЇР±Р»СѓРЅiРІРєР°
T,en,Golov'jatine,ru,Р“РѕР»РѕРІ'СЏС‚РёРЅРµ,ua,Р“РѕР»РѕРІ'СЏС‚РёРЅРµ
T,en,Zalevki,ru,Р—Р°Р»РµРІРєРё,ua,Р—Р°Р»РµРІРєРё
T,en,Kovaliha,ru,РљРѕРІР°Р»РёС…Р°,ua,РљРѕРІР°Р»РёС…Р°
T,en,Kostjantinivka,ru,РљРѕСЃС‚СЏРЅС‚РёРЅiРІРєР°,ua,РљРѕСЃС‚СЏРЅС‚РёРЅiРІРєР°
T,en,Kutsivka,ru,РљСѓС†iРІРєР°,ua,РљСѓС†iРІРєР°
T,en,Makiyivka,ru,РњР°РєiС—РІРєР°,ua,РњР°РєiС—РІРєР°
T,en,Mala smiljanka,ru,РњР°Р»Р° РЎРјiР»СЏРЅРєР°,ua,РњР°Р»Р° РЎРјiР»СЏРЅРєР°
T,en,Male starosillja,ru,РњР°Р»Рµ РЎС‚Р°СЂРѕСЃiР»Р»СЏ,ua,РњР°Р»Рµ РЎС‚Р°СЂРѕСЃiР»Р»СЏ
T,en,Mel'nikivka,ru,РњРµР»СЊРЅРёРєiРІРєР°,ua,РњРµР»СЊРЅРёРєiРІРєР°
T,en,Mikolayivka,ru,РњРёРєРѕР»Р°С—РІРєР°,ua,РњРёРєРѕР»Р°С—РІРєР°
T,en,Nosachiv,ru,РќРѕСЃР°С‡iРІ,ua,РќРѕСЃР°С‡iРІ
T,en,Pastirs'ke,ru,РџР°СЃС‚РёСЂСЃСЊРєРµ,ua,РџР°СЃС‚РёСЂСЃСЊРєРµ
T,en,Pleskachivka,ru,РџР»РµСЃРєР°С‡iРІРєР°,ua,РџР»РµСЃРєР°С‡iРІРєР°
T,en,Ploske,ru,РџР»РѕСЃРєРµ,ua,РџР»РѕСЃРєРµ
T,en,Rotmistrivka,ru,Р РѕС‚РјiСЃС‚СЂiРІРєР°,ua,Р РѕС‚РјiСЃС‚СЂiРІРєР°
T,en,Samgorodok,ru,РЎР°РјРіРѕСЂРѕРґРѕРє,ua,РЎР°РјРіРѕСЂРѕРґРѕРє
T,en,Sanzhariha,ru,РЎР°РЅР¶Р°СЂРёС…Р°,ua,РЎР°РЅР¶Р°СЂРёС…Р°
T,en,Serdjukivka,ru,РЎРµСЂРґСЋРєiРІРєР°,ua,РЎРµСЂРґСЋРєiРІРєР°
T,en,Smila,ru,РЎРјiР»Р°,ua,РЎРјiР»Р°
T,en,Sunki,ru,РЎСѓРЅРєРё,ua,РЎСѓРЅРєРё
T,en,Tashlik,ru,РўР°С€Р»РёРє,ua,РўР°С€Р»РёРє
T,en,Tekline,ru,РўРµРєР»РёРЅРµ,ua,РўРµРєР»РёРЅРµ
T,en,Ternivka,ru,РўРµСЂРЅiРІРєР°,ua,РўРµСЂРЅiРІРєР°
T,en,Holodnjans'ke,ru,РҐРѕР»РѕРґРЅСЏРЅСЃСЊРєРµ,ua,РҐРѕР»РѕРґРЅСЏРЅСЃСЊРєРµ
T,en,Shevchenka,ru,РЁРµРІС‡РµРЅРєР°,ua,РЁРµРІС‡РµРЅРєР°
T,en,Bilashki,ru,Р‘iР»Р°С€РєРё,ua,Р‘iР»Р°С€РєРё
T,en,Veselij kut,ru,Р’РµСЃРµР»РёР№ РљСѓС‚,ua,Р’РµСЃРµР»РёР№ РљСѓС‚
T,en,Vishnopil',ru,Р’РёС€РЅРѕРїiР»СЊ,ua,Р’РёС€РЅРѕРїiР»СЊ
T,en,Glibochok,ru,Р“Р»РёР±РѕС‡РѕРє,ua,Р“Р»РёР±РѕС‡РѕРє
T,en,Gordashivka,ru,Р“РѕСЂРґР°С€iРІРєР°,ua,Р“РѕСЂРґР°С€iРІРєР°
T,en,Zalis'ke,ru,Р—Р°Р»iСЃСЊРєРµ,ua,Р—Р°Р»iСЃСЊРєРµ
T,en,Zdobutok zhovtnja,ru,Р—РґРѕР±СѓС‚РѕРє Р–РѕРІС‚РЅСЏ,ua,Р—РґРѕР±СѓС‚РѕРє Р–РѕРІС‚РЅСЏ
T,en,Zelen'kiv,ru,Р—РµР»РµРЅСЊРєiРІ,ua,Р—РµР»РµРЅСЊРєiРІ
T,en,Kobrinova greblja,ru,РљРѕР±СЂРёРЅРѕРІР° Р“СЂРµР±Р»СЏ,ua,РљРѕР±СЂРёРЅРѕРІР° Р“СЂРµР±Р»СЏ
T,en,Kobrinove,ru,РљРѕР±СЂРёРЅРѕРІРµ,ua,РљРѕР±СЂРёРЅРѕРІРµ
T,en,Kolodiste,ru,РљРѕР»РѕРґРёСЃС‚Рµ,ua,РљРѕР»РѕРґРёСЃС‚Рµ
T,en,Korsunka,ru,РљРѕСЂСЃСѓРЅРєР°,ua,РљРѕСЂСЃСѓРЅРєР°
T,en,Krivi kolina,ru,РљСЂРёРІi РљРѕР»iРЅР°,ua,РљСЂРёРІi РљРѕР»iРЅР°
T,en,Laschova,ru,Р›Р°С‰РѕРІР°,ua,Р›Р°С‰РѕРІР°
T,en,Legedzine,ru,Р›РµРіРµРґР·РёРЅРµ,ua,Р›РµРіРµРґР·РёРЅРµ
T,en,Lisove,ru,Р›iСЃРѕРІРµ,ua,Р›iСЃРѕРІРµ
T,en,Lotasheve,ru,Р›РѕС‚Р°С€РµРІРµ,ua,Р›РѕС‚Р°С€РµРІРµ
T,en,Majdanets'ke,ru,РњР°Р№РґР°РЅРµС†СЊРєРµ,ua,РњР°Р№РґР°РЅРµС†СЊРєРµ
T,en,Moshuriv,ru,РњРѕС€СѓСЂiРІ,ua,РњРѕС€СѓСЂiРІ
T,en,Onopriyivka,ru,РћРЅРѕРїСЂiС—РІРєР°,ua,РћРЅРѕРїСЂiС—РІРєР°
T,en,Pavlivka-persha,ru,РџР°РІР»iРІРєР°-РџРµСЂС€Р°,ua,РџР°РІР»iРІРєР°-РџРµСЂС€Р°
T,en,Papuzhintsi,ru,РџР°РїСѓР¶РёРЅС†i,ua,РџР°РїСѓР¶РёРЅС†i
T,en,Romanivka,ru,Р РѕРјР°РЅiРІРєР°,ua,Р РѕРјР°РЅiРІРєР°
T,en,Sokolivochka,ru,РЎРѕРєРѕР»iРІРѕС‡РєР°,ua,РЎРѕРєРѕР»iРІРѕС‡РєР°
T,en,Tal'ne,ru,РўР°Р»СЊРЅРµ,ua,РўР°Р»СЊРЅРµ
T,en,Tal'janki,ru,РўР°Р»СЊСЏРЅРєРё,ua,РўР°Р»СЊСЏРЅРєРё
T,en,Shauliha,ru,РЁР°СѓР»РёС…Р°,ua,РЁР°СѓР»РёС…Р°
T,en,Antonivka,ru,РђРЅС‚РѕРЅiРІРєР°,ua,РђРЅС‚РѕРЅiРІРєР°
T,en,Apoljanka,ru,РђРїРѕР»СЏРЅРєР°,ua,РђРїРѕР»СЏРЅРєР°
T,en,Babanka,ru,Р‘Р°Р±Р°РЅРєР°,ua,Р‘Р°Р±Р°РЅРєР°
T,en,Berestovets',ru,Р‘РµСЂРµСЃС‚РѕРІРµС†СЊ,ua,Р‘РµСЂРµСЃС‚РѕРІРµС†СЊ
T,en,Gerezhenivka,ru,Р“РµСЂРµР¶РµРЅiРІРєР°,ua,Р“РµСЂРµР¶РµРЅiРІРєР°
T,en,Gorodets'ke,ru,Р“РѕСЂРѕРґРµС†СЊРєРµ,ua,Р“РѕСЂРѕРґРµС†СЊРєРµ
T,en,Gorodnitsja,ru,Р“РѕСЂРѕРґРЅРёС†СЏ,ua,Р“РѕСЂРѕРґРЅРёС†СЏ
T,en,Grodzeve,ru,Р“СЂРѕРґР·РµРІРµ,ua,Р“СЂРѕРґР·РµРІРµ
T,en,Gromi,ru,Р“СЂРѕРјРё,ua,Р“СЂРѕРјРё
T,en,Dmitrushki,ru,Р”РјРёС‚СЂСѓС€РєРё,ua,Р”РјРёС‚СЂСѓС€РєРё
T,en,Dobrovodi,ru,Р”РѕР±СЂРѕРІРѕРґРё,ua,Р”РѕР±СЂРѕРІРѕРґРё
T,en,Dubova,ru,Р”СѓР±РѕРІР°,ua,Р”СѓР±РѕРІР°
T,en,Ivanivka,ru,IРІР°РЅiРІРєР°,ua,IРІР°РЅiРІРєР°
T,en,Korzhova,ru,РљРѕСЂР¶РѕРІР°,ua,РљРѕСЂР¶РѕРІР°
T,en,Kosenivka,ru,РљРѕСЃРµРЅiРІРєР°,ua,РљРѕСЃРµРЅiРІРєР°
T,en,Kocherzhintsi,ru,РљРѕС‡РµСЂР¶РёРЅС†i,ua,РљРѕС‡РµСЂР¶РёРЅС†i
T,en,Kochubeyivka,ru,РљРѕС‡СѓР±РµС—РІРєР°,ua,РљРѕС‡СѓР±РµС—РІРєР°
T,en,Krasnopilka,ru,РљСЂР°СЃРЅРѕРїiР»РєР°,ua,РљСЂР°СЃРЅРѕРїiР»РєР°
T,en,Ladizhinka,ru,Р›Р°РґРёР¶РёРЅРєР°,ua,Р›Р°РґРёР¶РёРЅРєР°
T,en,Maksimivka,ru,РњР°РєСЃРёРјiРІРєР°,ua,РњР°РєСЃРёРјiРІРєР°
T,en,Oksanina,ru,РћРєСЃР°РЅРёРЅР°,ua,РћРєСЃР°РЅРёРЅР°
T,en,Ostrivets',ru,РћСЃС‚СЂiРІРµС†СЊ,ua,РћСЃС‚СЂiРІРµС†СЊ
T,en,Palanka,ru,РџР°Р»Р°РЅРєР°,ua,РџР°Р»Р°РЅРєР°
T,en,Pikivets',ru,РџiРєiРІРµС†СЊ,ua,РџiРєiРІРµС†СЊ
T,en,Poljanets'ke,ru,РџРѕР»СЏРЅРµС†СЊРєРµ,ua,РџРѕР»СЏРЅРµС†СЊРєРµ
T,en,Rizhavka,ru,Р РёР¶Р°РІРєР°,ua,Р РёР¶Р°РІРєР°
T,en,Rodnikivka,ru,Р РѕРґРЅРёРєiРІРєР°,ua,Р РѕРґРЅРёРєiРІРєР°
T,en,Rogova,ru,Р РѕРіРѕРІР°,ua,Р РѕРіРѕРІР°
T,en,Ropotuha,ru,Р РѕРїРѕС‚СѓС…Р°,ua,Р РѕРїРѕС‚СѓС…Р°
T,en,Sobkivka,ru,РЎРѕР±РєiРІРєР°,ua,РЎРѕР±РєiРІРєР°
T,en,Stari babani,ru,РЎС‚Р°СЂi Р‘Р°Р±Р°РЅРё,ua,РЎС‚Р°СЂi Р‘Р°Р±Р°РЅРё
T,en,Stepkivka,ru,РЎС‚РµРїРєiРІРєР°,ua,РЎС‚РµРїРєiРІРєР°
T,en,Sushkivka,ru,РЎСѓС€РєiРІРєР°,ua,РЎСѓС€РєiРІРєР°
T,en,Tans'ke,ru,РўР°РЅСЃСЊРєРµ,ua,РўР°РЅСЃСЊРєРµ
T,en,Tekucha,ru,РўРµРєСѓС‡Р°,ua,РўРµРєСѓС‡Р°
T,en,Tomashivka,ru,РўРѕРјР°С€iРІРєР°,ua,РўРѕРјР°С€iРІРєР°
T,en,Uman',ru,РЈРјР°РЅСЊ,ua,РЈРјР°РЅСЊ
T,en,Furmanka,ru,Р¤СѓСЂРјР°РЅРєР°,ua,Р¤СѓСЂРјР°РЅРєР°
T,en,CHerpovodi,ru,Р§РµСЂРїРѕРІРѕРґРё,ua,Р§РµСЂРїРѕРІРѕРґРё
T,en,Sharin,ru,РЁР°СЂРёРЅ,ua,РЁР°СЂРёРЅ
T,en,JAtranivka,ru,РЇС‚СЂР°РЅiРІРєР°,ua,РЇС‚СЂР°РЅiРІРєР°
T,en,Botvinivka,ru,Р‘РѕС‚РІРёРЅiРІРєР°,ua,Р‘РѕС‚РІРёРЅiРІРєР°
T,en,Velika sevastjanivka,ru,Р’РµР»РёРєР° РЎРµРІР°СЃС‚СЏРЅiРІРєР°,ua,Р’РµР»РёРєР° РЎРµРІР°СЃС‚СЏРЅiРІРєР°
T,en,Verbuvata,ru,Р’РµСЂР±СѓРІР°С‚Р°,ua,Р’РµСЂР±СѓРІР°С‚Р°
T,en,Verhnjachka,ru,Р’РµСЂС…РЅСЏС‡РєР°,ua,Р’РµСЂС…РЅСЏС‡РєР°
T,en,Veselivka,ru,Р’РµСЃРµР»iРІРєР°,ua,Р’РµСЃРµР»iРІРєР°
T,en,Zajachkivka,ru,Р—Р°СЏС‡РєiРІРєР°,ua,Р—Р°СЏС‡РєiРІРєР°
T,en,Zorjane,ru,Р—РѕСЂСЏРЅРµ,ua,Р—РѕСЂСЏРЅРµ
T,en,Ivangorod,ru,IРІР°РЅРіРѕСЂРѕРґ,ua,IРІР°РЅРіРѕСЂРѕРґ
T,en,Kuz'mina greblja,ru,РљСѓР·СЊРјРёРЅР° Р“СЂРµР±Р»СЏ,ua,РљСѓР·СЊРјРёРЅР° Р“СЂРµР±Р»СЏ
T,en,Lischinivka,ru,Р›iС‰РёРЅiРІРєР°,ua,Р›iС‰РёРЅiРІРєР°
T,en,Mala sevastjanivka,ru,РњР°Р»Р° РЎРµРІР°СЃС‚СЏРЅiРІРєР°,ua,РњР°Р»Р° РЎРµРІР°СЃС‚СЏРЅiРІРєР°
T,en,Oradivka,ru,РћСЂР°РґiРІРєР°,ua,РћСЂР°РґiРІРєР°
T,en,Ositna,ru,РћСЃiС‚РЅР°,ua,РћСЃiС‚РЅР°
T,en,Penizhkove,ru,РџРµРЅiР¶РєРѕРІРµ,ua,РџРµРЅiР¶РєРѕРІРµ
T,en,Rozsishki,ru,Р РѕР·СЃiС€РєРё,ua,Р РѕР·СЃiС€РєРё
T,en,Sinitsja,ru,РЎРёРЅРёС†СЏ,ua,РЎРёРЅРёС†СЏ
T,en,Sichivka,ru,РЎРёС‡iРІРєР°,ua,РЎРёС‡iРІРєР°
T,en,Talalayivka,ru,РўР°Р»Р°Р»Р°С—РІРєР°,ua,РўР°Р»Р°Р»Р°С—РІРєР°
T,en,Ugluvatka,ru,РЈРіР»СѓРІР°С‚РєР°,ua,РЈРіР»СѓРІР°С‚РєР°
T,en,Hristinivka,ru,РҐСЂРёСЃС‚РёРЅiРІРєР°,ua,РҐСЂРёСЃС‚РёРЅiРІРєР°
T,en,Hristinivka selo,ru,РҐСЂРёСЃС‚РёРЅiРІРєР° РЎРµР»Рѕ,ua,РҐСЂРёСЃС‚РёРЅiРІРєР° РЎРµР»Рѕ
T,en,Shel'pahivka,ru,РЁРµР»СЊРїР°С…iРІРєР°,ua,РЁРµР»СЊРїР°С…iРІРєР°
T,en,Shukajvoda,ru,РЁСѓРєР°Р№РІРѕРґР°,ua,РЁСѓРєР°Р№РІРѕРґР°
T,en,JAgubets',ru,РЇРіСѓР±РµС†СЊ,ua,РЇРіСѓР±РµС†СЊ
T,en,CHerkasi,ru,Р§РµСЂРєР°СЃРё,ua,Р§РµСЂРєР°СЃРё
T,en,Bajbuzi,ru,Р‘Р°Р№Р±СѓР·Рё,ua,Р‘Р°Р№Р±СѓР·Рё
T,en,Bilozir'ja,ru,Р‘iР»РѕР·iСЂ'СЏ,ua,Р‘iР»РѕР·iСЂ'СЏ
T,en,Buzukiv,ru,Р‘СѓР·СѓРєiРІ,ua,Р‘СѓР·СѓРєiРІ
T,en,Verguni,ru,Р’РµСЂРіСѓРЅРё,ua,Р’РµСЂРіСѓРЅРё
T,en,Geronimivka,ru,Р“РµСЂРѕРЅРёРјiРІРєР°,ua,Р“РµСЂРѕРЅРёРјiРІРєР°
T,en,Dubiyivka,ru,Р”СѓР±iС—РІРєР°,ua,Р”СѓР±iС—РІРєР°
T,en,Dumantsi,ru,Р”СѓРјР°РЅС†i,ua,Р”СѓРјР°РЅС†i
T,en,Irdin',ru,IСЂРґРёРЅСЊ,ua,IСЂРґРёРЅСЊ
T,en,Kumejki,ru,РљСѓРјРµР№РєРё,ua,РљСѓРјРµР№РєРё
T,en,Les'ki,ru,Р›РµСЃСЊРєРё,ua,Р›РµСЃСЊРєРё
T,en,Lozivok,ru,Р›РѕР·iРІРѕРє,ua,Р›РѕР·iРІРѕРє
T,en,Moshni,ru,РњРѕС€РЅРё,ua,РњРѕС€РЅРё
T,en,Moshnogir'ja,ru,РњРѕС€РЅРѕРіiСЂ'СЏ,ua,РњРѕС€РЅРѕРіiСЂ'СЏ
T,en,Nechayivka,ru,РќРµС‡Р°С—РІРєР°,ua,РќРµС‡Р°С—РІРєР°
T,en,Rus'ka poljana,ru,Р СѓСЃСЊРєР° РџРѕР»СЏРЅР°,ua,Р СѓСЃСЊРєР° РџРѕР»СЏРЅР°
T,en,Pervomajs'k,ru,РџРµСЂРІРѕРјР°Р№СЃСЊРє,ua,РџРµСЂРІРѕРјР°Р№СЃСЊРє
T,en,Sagunivka,ru,РЎР°РіСѓРЅiРІРєР°,ua,РЎР°РіСѓРЅiРІРєР°
T,en,Svidivok,ru,РЎРІРёРґiРІРѕРє,ua,РЎРІРёРґiРІРѕРє
T,en,Svitanok,ru,РЎРІiС‚Р°РЅРѕРє,ua,РЎРІiС‚Р°РЅРѕРє
T,en,Stepanki,ru,РЎС‚РµРїР°РЅРєРё,ua,РЎС‚РµРїР°РЅРєРё
T,en,Tubil'tsi,ru,РўСѓР±iР»СЊС†i,ua,РўСѓР±iР»СЊС†i
T,en,Hats'ki,ru,РҐР°С†СЊРєРё,ua,РҐР°С†СЊРєРё
T,en,Hudjaki,ru,РҐСѓРґСЏРєРё,ua,РҐСѓРґСЏРєРё
T,en,Hutori,ru,РҐСѓС‚РѕСЂРё,ua,РҐСѓС‚РѕСЂРё
T,en,CHervona sloboda,ru,Р§РµСЂРІРѕРЅР° РЎР»РѕР±РѕРґР°,ua,Р§РµСЂРІРѕРЅР° РЎР»РѕР±РѕРґР°
T,en,CHornjavka,ru,Р§РѕСЂРЅСЏРІРєР°,ua,Р§РѕСЂРЅСЏРІРєР°
T,en,Shelepuhi,ru,РЁРµР»РµРїСѓС…Рё,ua,РЁРµР»РµРїСѓС…Рё
T,en,JAsnozir'ja,ru,РЇСЃРЅРѕР·iСЂ'СЏ,ua,РЇСЃРЅРѕР·iСЂ'СЏ
T,en,Borovitsja,ru,Р‘РѕСЂРѕРІРёС†СЏ,ua,Р‘РѕСЂРѕРІРёС†СЏ
T,en,Vershatsi,ru,Р’РµСЂС€Р°С†i,ua,Р’РµСЂС€Р°С†i
T,en,Vitove,ru,Р’iС‚РѕРІРµ,ua,Р’iС‚РѕРІРµ
T,en,Galaganivka,ru,Р“Р°Р»Р°РіР°РЅiРІРєР°,ua,Р“Р°Р»Р°РіР°РЅiРІРєР°
T,en,Golovkivka,ru,Р“РѕР»РѕРІРєiРІРєР°,ua,Р“РѕР»РѕРІРєiРІРєР°
T,en,Zam'jatnitsja,ru,Р—Р°Рј'СЏС‚РЅРёС†СЏ,ua,Р—Р°Рј'СЏС‚РЅРёС†СЏ
T,en,Ivkivtsi,ru,IРІРєiРІС†i,ua,IРІРєiРІС†i
T,en,Krasnosillja,ru,РљСЂР°СЃРЅРѕСЃiР»Р»СЏ,ua,РљСЂР°СЃРЅРѕСЃiР»Р»СЏ
T,en,Matviyivka,ru,РњР°С‚РІiС—РІРєР°,ua,РњР°С‚РІiС—РІРєР°
T,en,Medvedivka,ru,РњРµРґРІРµРґiРІРєР°,ua,РњРµРґРІРµРґiРІРєР°
T,en,Poludnivka,ru,РџРѕР»СѓРґРЅiРІРєР°,ua,РџРѕР»СѓРґРЅiРІРєР°
T,en,Ratseve,ru,Р Р°С†РµРІРµ,ua,Р Р°С†РµРІРµ
T,en,Subotiv,ru,РЎСѓР±РѕС‚iРІ,ua,РЎСѓР±РѕС‚iРІ
T,en,Tin'ki,ru,РўiРЅСЊРєРё,ua,РўiРЅСЊРєРё
T,en,Topilivka,ru,РўРѕРїРёР»iРІРєР°,ua,РўРѕРїРёР»iРІРєР°
T,en,Trushivtsi,ru,РўСЂСѓС€iРІС†i,ua,РўСЂСѓС€iРІС†i
T,en,Hudoliyivka,ru,РҐСѓРґРѕР»iС—РІРєР°,ua,РҐСѓРґРѕР»iС—РІРєР°
T,en,CHigirin,ru,Р§РёРіРёСЂРёРЅ,ua,Р§РёРіРёСЂРёРЅ
T,en,Bakaeve,ru,Р‘Р°РєР°С”РІРµ,ua,Р‘Р°РєР°С”РІРµ
T,en,Bogoduhivka,ru,Р‘РѕРіРѕРґСѓС…iРІРєР°,ua,Р‘РѕРіРѕРґСѓС…iРІРєР°
T,en,Vasjutintsi,ru,Р’Р°СЃСЋС‚РёРЅС†i,ua,Р’Р°СЃСЋС‚РёРЅС†i
T,en,Veliki kanivtsi,ru,Р’РµР»РёРєi РљР°РЅiРІС†i,ua,Р’РµР»РёРєi РљР°РЅiРІС†i
T,en,Velika burimka,ru,Р’РµР»РёРєР° Р‘СѓСЂiРјРєР°,ua,Р’РµР»РёРєР° Р‘СѓСЂiРјРєР°
T,en,Veremiyivka,ru,Р’РµСЂРµРјiС—РІРєР°,ua,Р’РµСЂРµРјiС—РІРєР°
T,en,Veselij hutir,ru,Р’РµСЃРµР»РёР№ РҐСѓС‚iСЂ,ua,Р’РµСЃРµР»РёР№ РҐСѓС‚iСЂ
T,en,Voronintsi,ru,Р’РѕСЂРѕРЅРёРЅС†i,ua,Р’РѕСЂРѕРЅРёРЅС†i
T,en,Zhovnine,ru,Р–РѕРІРЅРёРЅРµ,ua,Р–РѕРІРЅРёРЅРµ
T,en,Irkliyiv,ru,IСЂРєР»iС—РІ,ua,IСЂРєР»iС—РІ
T,en,Klischintsi,ru,РљР»iС‰РёРЅС†i,ua,РљР»iС‰РёРЅС†i
T,en,Komintern,ru,РљРѕРјiРЅС‚РµСЂРЅ,ua,РљРѕРјiРЅС‚РµСЂРЅ
T,en,Krasenivka,ru,РљСЂР°СЃРµРЅiРІРєР°,ua,РљСЂР°СЃРµРЅiРІРєР°
T,en,Krut'ki,ru,РљСЂСѓС‚СЊРєРё,ua,РљСЂСѓС‚СЊРєРё
T,en,Lenins'ke,ru,Р›РµРЅiРЅСЃСЊРєРµ,ua,Р›РµРЅiРЅСЃСЊРєРµ
T,en,Liholiti,ru,Р›РёС…РѕР»iС‚Рё,ua,Р›РёС…РѕР»iС‚Рё
T,en,Ljaschivka,ru,Р›СЏС‰iРІРєР°,ua,Р›СЏС‰iРІРєР°
T,en,Mala burimka,ru,РњР°Р»Р° Р‘СѓСЂiРјРєР°,ua,РњР°Р»Р° Р‘СѓСЂiРјРєР°
T,en,Mali kanivtsi,ru,РњР°Р»i РљР°РЅiРІС†i,ua,РњР°Р»i РљР°РЅiРІС†i
T,en,Moskalenki,ru,РњРѕСЃРєР°Р»РµРЅРєРё,ua,РњРѕСЃРєР°Р»РµРЅРєРё
T,en,Mohnach,ru,РњРѕС…РЅР°С‡,ua,РњРѕС…РЅР°С‡
T,en,Nove zhittja,ru,РќРѕРІРµ Р–РёС‚С‚СЏ,ua,РќРѕРІРµ Р–РёС‚С‚СЏ
T,en,Novoukrayinka,ru,РќРѕРІРѕСѓРєСЂР°С—РЅРєР°,ua,РќРѕРІРѕСѓРєСЂР°С—РЅРєР°
T,en,Pershotravneve,ru,РџРµСЂС€РѕС‚СЂР°РІРЅРµРІРµ,ua,РџРµСЂС€РѕС‚СЂР°РІРЅРµРІРµ
T,en,Pridniprovs'ke,ru,РџСЂРёРґРЅiРїСЂРѕРІСЃСЊРєРµ,ua,РџСЂРёРґРЅiРїСЂРѕРІСЃСЊРєРµ
T,en,Revbintsi,ru,Р РµРІР±РёРЅС†i,ua,Р РµРІР±РёРЅС†i
T,en,Skorodistik,ru,РЎРєРѕСЂРѕРґРёСЃС‚РёРє,ua,РЎРєРѕСЂРѕРґРёСЃС‚РёРє
T,en,Starij kovraj,ru,РЎС‚Р°СЂРёР№ РљРѕРІСЂР°Р№,ua,РЎС‚Р°СЂРёР№ РљРѕРІСЂР°Р№
T,en,Timchenki,ru,РўРёРјС‡РµРЅРєРё,ua,РўРёРјС‡РµРЅРєРё
T,en,Frankivka,ru,Р¤СЂР°РЅРєiРІРєР°,ua,Р¤СЂР°РЅРєiРІРєР°
T,en,Hrestiteleve,ru,РҐСЂРµСЃС‚РёС‚РµР»РµРІРµ,ua,РҐСЂРµСЃС‚РёС‚РµР»РµРІРµ
T,en,CHehivka,ru,Р§РµС…iРІРєР°,ua,Р§РµС…iРІРєР°
T,en,CHornobaj,ru,Р§РѕСЂРЅРѕР±Р°Р№,ua,Р§РѕСЂРЅРѕР±Р°Р№
T,en,Burti,ru,Р‘СѓСЂС‚Рё,ua,Р‘СѓСЂС‚Рё
T,en,Vasil'kiv,ru,Р’Р°СЃРёР»СЊРєiРІ,ua,Р’Р°СЃРёР»СЊРєiРІ
T,en,Vodjane,ru,Р’РѕРґСЏРЅРµ,ua,Р’РѕРґСЏРЅРµ
T,en,Iskrene,ru,IСЃРєСЂРµРЅРµ,ua,IСЃРєСЂРµРЅРµ
T,en,Kavunivka,ru,РљР°РІСѓРЅiРІРєР°,ua,РљР°РІСѓРЅiРІРєР°
T,en,Kapustine,ru,РљР°РїСѓСЃС‚РёРЅРµ,ua,РљР°РїСѓСЃС‚РёРЅРµ
T,en,Krimki,ru,РљСЂРёРјРєРё,ua,РљСЂРёРјРєРё
T,en,Lebedin,ru,Р›РµР±РµРґРёРЅ,ua,Р›РµР±РµРґРёРЅ
T,en,Lip'janka,ru,Р›РёРї'СЏРЅРєР°,ua,Р›РёРї'СЏРЅРєР°
T,en,Lozuvatka,ru,Р›РѕР·СѓРІР°С‚РєР°,ua,Р›РѕР·СѓРІР°С‚РєР°
T,en,Maslove,ru,РњР°СЃР»РѕРІРµ,ua,РњР°СЃР»РѕРІРµ
T,en,Matusiv,ru,РњР°С‚СѓСЃiРІ,ua,РњР°С‚СѓСЃiРІ
T,en,Nadtochayivka,ru,РќР°РґС‚РѕС‡Р°С—РІРєР°,ua,РќР°РґС‚РѕС‡Р°С—РІРєР°
T,en,Nechaeve,ru,РќРµС‡Р°С”РІРµ,ua,РќРµС‡Р°С”РІРµ
T,en,Serdegivka,ru,РЎРµСЂРґРµРіiРІРєР°,ua,РЎРµСЂРґРµРіiРІРєР°
T,en,Signayivka,ru,РЎРёРіРЅР°С—РІРєР°,ua,РЎРёРіРЅР°С—РІРєР°
T,en,Skotareve,ru,РЎРєРѕС‚Р°СЂРµРІРµ,ua,РЎРєРѕС‚Р°СЂРµРІРµ
T,en,Sobolivka,ru,РЎРѕР±РѕР»iРІРєР°,ua,РЎРѕР±РѕР»iРІРєР°
T,en,Stanislavchik,ru,РЎС‚Р°РЅiСЃР»Р°РІС‡РёРє,ua,РЎС‚Р°РЅiСЃР»Р°РІС‡РёРє
T,en,Tereshki,ru,РўРµСЂРµС€РєРё,ua,РўРµСЂРµС€РєРё
T,en,Tovmach,ru,РўРѕРІРјР°С‡,ua,РўРѕРІРјР°С‡
